OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036XN,2025-02-16T22:36:43.551936,14.49127923,0.0019476,73.8393,290.1305,265.0229,106.835,0,U,34641,999,83923,0.0010511,3.98e-05,0.0
COSMOS 2251 DEB,1993-036XP,2025-02-17T12:06:14.639040,13.97198493,0.0213376,74.0038,135.677,19.569,352.4121,0,U,34642,999,81170,0.0017691,2.979e-05,0.0
COSMOS 2251 DEB,1993-036XR,2025-02-16T06:58:11.887968,14.60707532,0.0014264,74.0319,349.5349,157.0878,355.3889,0,U,34671,999,83915,0.0032087,0.00015668,0.0
COSMOS 2251 DEB,1993-036XS,2025-02-15T14:37:44.154912,14.35820546,0.0026096,74.0341,136.7677,285.3499,141.4087,0,U,34672,999,83427,0.00043352,1.234e-05,0.0
COSMOS 2251 DEB,1993-036XY,2025-02-16T15:53:45.398400,14.30001061,0.0026256,74.0372,189.3855,310.8728,60.5401,0,U,34678,999,83104,6.4839e-05,1.42e-06,0.0
COSMOS 2251 DEB,1993-036YA,2025-02-16T13:40:54.399648,14.56781448,0.0008268,74.0473,339.3707,166.375,6.3835,0,U,34680,999,83993,0.0020733,9.266e-05,0.0
COSMOS 2251 DEB,1993-036YB,2025-02-16T17:06:12.951360,14.75708284,0.00311,74.067,157.9596,302.971,172.9807,0,U,34681,999,84848,0.0021805,0.00015031,0.0
COSMOS 2251 DEB,1993-036YC,2025-02-17T03:19:58.921824,14.56097512,0.001986,74.0401,290.4433,139.0721,15.4738,0,U,34682,999,84335,0.0013377,5.89e-05,0.0
COSMOS 2251 DEB,1993-036YD,2025-02-16T18:08:24.004896,14.59870725,0.0021657,74.0314,305.1045,136.3448,279.9388,0,U,34683,999,83978,0.0017952,8.6e-05,0.0
COSMOS 2251 DEB,1993-036YF,2025-02-17T03:02:22.953984,14.5411406,0.0016283,74.0342,355.0698,181.8844,189.5486,0,U,34685,999,84237,0.002099,8.869e-05,0.0
COSMOS 2251 DEB,1993-036YK,2025-02-16T09:01:32.345184,13.99443632,0.0242769,74.0917,21.867,166.1501,346.8684,0,U,34689,999,80146,0.0032944,6.166e-05,0.0
COSMOS 2251 DEB,1993-036YP,2025-02-17T04:37:18.253632,13.95150433,0.0219954,73.9227,123.4976,122.3882,270.199,0,U,34721,999,80982,0.0020306,3.332e-05,0.0
COSMOS 2251 DEB,1993-036YQ,2025-02-16T13:51:05.288256,14.10929283,0.016696,73.8878,148.954,132.3301,241.8678,0,U,34722,999,82023,0.0013262,2.688e-05,0.0
COSMOS 2251 DEB,1993-036YU,2025-02-17T12:24:04.688352,14.57659923,0.0044622,74.029,194.4112,57.4346,303.1116,0,U,34726,999,84175,0.00089909,4.129e-05,0.0
COSMOS 2251 DEB,1993-036YW,2025-02-17T03:55:35.435712,14.67293109,0.004696,74.0179,110.5837,342.1189,17.8325,0,U,34728,999,84494,0.0012966,7.412e-05,0.0
COSMOS 2251 DEB,1993-036YX,2025-02-16T21:31:02.181792,14.72833786,0.0019908,74.0193,225.7203,67.9373,2.7304,0,U,34729,999,84043,0.0031526,0.00020266,0.0
COSMOS 2251 DEB,1993-036ZA,2025-02-17T10:27:10.904832,14.46870307,0.0039483,74.045,290.4253,156.9465,15.437,0,U,34732,999,83894,0.00024463,8.69e-06,0.0
COSMOS 2251 DEB,1993-036ZE,2025-02-17T02:25:33.451968,14.88003496,0.0006959,74.0181,291.4144,128.8005,352.4121,0,U,34736,999,83979,0.0061318,0.00056755,0.0
COSMOS 2251 DEB,1993-036ZG,2025-02-16T21:02:13.612416,14.45364512,0.0048253,74.0197,341.4413,201.776,215.5377,0,U,34738,999,83539,0.00058465,2.058e-05,0.0
COSMOS 2251 DEB,1993-036ZU,2025-02-16T18:49:50.933856,14.56896924,0.0037573,74.1101,49.0557,81.8695,333.7936,0,U,34750,999,83870,0.0021418,9.686e-05,0.0
COSMOS 2251 DEB,1993-036ZW,2025-02-17T11:59:31.062912,14.90560845,0.0060763,74.0145,243.0625,91.4602,269.3541,0,U,34752,999,85395,0.0021283,0.00021588,0.0
COSMOS 2251 DEB,1993-036ZY,2025-02-16T19:57:05.785344,14.39879337,0.0031377,74.0291,60.2721,252.6062,170.0387,0,U,34754,999,83830,0.00039376,1.218e-05,0.0
COSMOS 2251 DEB,1993-036ZZ,2025-02-17T10:20:43.554624,13.49814513,0.0406798,73.9244,49.1575,124.9638,23.5907,0,U,34755,999,78597,0.0009951,1.036e-05,0.0
COSMOS 2251 DEB,1993-036AAA,2025-02-17T12:24:35.511552,13.66016849,0.0348374,74.0031,234.3021,172.5678,188.0802,0,U,34756,999,79454,0.003488,4.334e-05,0.0
COSMOS 2251 DEB,1993-036AAC,2025-02-16T07:19:35.606208,13.57197349,0.0393203,74.1052,61.1272,254.1176,101.6275,0,U,34758,999,78846,0.0018468,2.154e-05,0.0
COSMOS 2251 DEB,1993-036AAE,2025-02-17T11:03:00.997344,14.1869075,0.0099688,74.0636,114.2948,241.3588,130.5104,0,U,34760,999,82488,0.0010067,2.169e-05,0.0
COSMOS 2251 DEB,1993-036AAF,2025-02-16T09:07:13.977696,14.36566066,0.0039109,74.0295,193.8355,304.0592,55.685,0,U,34761,999,83348,0.0014115,4.16e-05,0.0
COSMOS 2251 DEB,1993-036AAM,2025-02-17T02:25:01.980768,14.5872951,0.005225,74.008,175.0869,55.3575,305.2499,0,U,34784,999,84251,0.0010857,5.138e-05,0.0
COSMOS 2251 DEB,1993-036AAR,2025-02-17T11:41:45.320640,15.39607225,0.0052597,73.959,231.7588,70.4509,290.2367,0,U,34788,999,86889,0.0021884,0.0009151,0.0
COSMOS 2251 DEB,1993-036AAT,2025-02-17T11:16:59.803968,14.23372765,0.0102439,74.0535,60.1977,196.6975,314.8703,0,U,34790,999,82470,0.0012087,2.87e-05,0.0
COSMOS 2251 DEB,1993-036AAV,2025-02-16T22:49:00.188832,14.52640658,0.0014474,74.0226,15.3521,195.7764,221.1741,0,U,34792,999,83306,0.0021945,8.983e-05,0.0
COSMOS 2251 DEB,1993-036AAW,2025-02-16T12:35:07.717632,14.3795707,0.0053414,74.0012,82.8909,307.3854,203.3194,0,U,34793,999,83028,0.00046981,1.417e-05,0.0
COSMOS 2251 DEB,1993-036AAZ,2025-02-16T18:37:39.107712,14.46535791,0.0105857,74.0312,55.9098,233.5002,301.248,0,U,34796,999,83701,0.0012024,4.617e-05,0.0
COSMOS 2251 DEB,1993-036ABA,2025-02-17T02:31:30.086112,14.38839487,0.0079013,73.9788,294.5215,117.0682,243.8562,0,U,34797,999,82855,0.0031611,0.00010074,0.0
COSMOS 2251 DEB,1993-036ABC,2025-02-15T00:09:39.159936,13.47645317,0.0451642,73.9303,255.2996,345.4327,13.41,0,U,34813,999,77600,0.004004,4.57e-05,0.0
COSMOS 2251 DEB,1993-036ABD,2025-02-16T01:59:19.838400,14.35028363,0.0054749,73.8971,160.3455,108.9956,64.1978,0,U,34814,999,83031,0.0018014,5.198e-05,0.0
COSMOS 2251 DEB,1993-036ABE,2025-02-16T10:20:43.784448,14.7330412,0.0065543,74.0444,107.1936,257.8985,101.4839,0,U,34815,999,84212,0.0014702,9.821e-05,0.0
COSMOS 2251 DEB,1993-036ABF,2025-02-16T09:00:57.145824,13.57647845,0.0375183,73.8863,271.3124,29.5582,142.0653,0,U,34816,999,78719,0.0012246,1.37e-05,0.0
COSMOS 2251 DEB,1993-036ABH,2025-02-16T23:19:19.886016,14.36378129,0.0026367,74.0356,126.0557,278.3927,255.0902,0,U,34818,999,83096,0.00045439,1.309e-05,0.0
COSMOS 2251 DEB,1993-036ABJ,2025-02-17T02:03:26.790336,14.58691181,0.0018494,74.0234,354.4531,171.6734,199.9923,0,U,34819,999,83983,0.0028473,0.00013308,0.0
COSMOS 2251 DEB,1993-036ABN,2025-02-16T10:53:35.854944,14.52672547,0.0159738,74.0428,307.7662,108.1509,253.712,0,U,34823,999,84032,0.00097683,4.708e-05,0.0
COSMOS 2251 DEB,1993-036ABP,2025-02-16T13:14:17.165184,14.45037107,0.0023379,74.0291,346.4454,223.9469,135.983,0,U,34845,999,83665,0.00058972,2.04e-05,0.0
COSMOS 2251 DEB,1993-036ABQ,2025-02-16T09:57:39.502656,14.44879691,0.0028757,74.0305,100.5276,248.3972,111.4121,0,U,34846,999,83077,0.0012844,4.469e-05,0.0
COSMOS 2251 DEB,1993-036ABR,2025-02-17T00:18:36.550656,15.42357187,0.0034283,74.0023,271.9164,47.4993,312.9103,0,U,34847,999,86271,0.0019366,0.00086266,0.0
COSMOS 2251 DEB,1993-036ABW,2025-02-15T19:12:39.062304,14.36691926,0.0017929,74.0312,94.4801,274.7322,85.1784,0,U,34852,999,83226,0.00019769,5.57e-06,0.0
COSMOS 2251 DEB,1993-036ABY,2025-02-16T05:12:48.614976,14.72978691,0.0071589,74.0329,24.0394,214.4963,145.1554,0,U,34854,999,67466,0.0012532,8.356e-05,0.0
COSMOS 2251 DEB,1993-036ACA,2025-02-16T20:54:52.864416,14.91100065,0.0051532,74.0048,331.9347,185.9647,235.8123,0,U,34856,999,84636,0.0022396,0.00022807,0.0
COSMOS 2251 DEB,1993-036ACB,2025-02-16T22:18:38.339424,14.555,0.0070557,74.0187,315.2426,154.1858,332.0542,0,U,34857,999,83548,0.0015594,6.997e-05,0.0
COSMOS 2251 DEB,1993-036ACD,2025-02-17T13:33:18.999072,14.85368858,0.0008506,74.0337,224.2516,74.0264,348.0972,0,U,34859,999,83897,0.0047186,0.00040853,0.0
COSMOS 2251 DEB,1993-036ACF,2025-02-16T17:12:56.293344,14.81684449,0.0008832,74.0201,291.6403,103.5433,313.1641,0,U,34861,999,83633,0.0047477,0.00037593,0.0
COSMOS 2251 DEB,1993-036ACM,2025-02-16T20:29:00.544128,14.34317264,0.0053065,74.0362,261.8308,1.0686,10.9262,0,U,34874,999,82756,0.0010906,3.088e-05,0.0
COSMOS 2251 DEB,1993-036ACN,2025-02-17T07:53:02.635872,14.47561736,0.0017027,74.0487,356.728,201.0868,316.0361,0,U,34875,999,83449,0.0011098,4.067e-05,0.0
COSMOS 2251 DEB,1993-036ACR,2025-02-16T00:36:17.081280,13.43624228,0.0437883,73.9665,162.6487,204.293,276.97,0,U,34878,999,77246,0.0023397,2.369e-05,0.0
COSMOS 2251 DEB,1993-036ACV,2025-02-15T11:49:20.976960,14.60758721,0.0085619,74.0452,79.3002,284.143,75.0233,0,U,34882,999,84139,0.00034694,1.75e-05,0.0
COSMOS 2251 DEB,1993-036ACW,2025-02-17T13:14:33.614880,14.40531,0.0115171,74.2005,253.7084,160.4397,200.1234,0,U,34883,999,82302,0.0068626,0.00023688,0.0
COSMOS 2251 DEB,1993-036ACX,2025-02-16T22:14:17.748384,14.7519965,0.0009786,74.0224,288.0098,114.7356,256.7609,0,U,34884,999,83378,0.0037932,0.00025725,0.0
COSMOS 2251 DEB,1993-036ACY,2025-02-17T11:04:05.711808,14.49251812,0.0016275,74.0342,23.69,193.8531,304.4969,0,U,34885,999,83161,0.0017287,6.58e-05,0.0
COSMOS 2251 DEB,1993-036ACZ,2025-02-15T09:47:52.910592,15.09479814,0.0062245,73.9643,95.5951,348.7471,11.2324,0,U,34886,999,58429,0.0022494,0.00037874,0.0
COSMOS 2251 DEB,1993-036ADC,2025-02-16T03:44:56.848992,14.86567145,0.0008788,74.0016,304.147,144.4331,343.6431,0,U,34907,999,83465,0.0061238,0.00054715,0.0
COSMOS 2251 DEB,1993-036ADD,2025-02-16T05:13:57.940608,14.36040766,0.0042229,74.0576,213.481,307.1764,226.2775,0,U,34908,999,82977,0.0012038,3.512e-05,0.0
COSMOS 2251 DEB,1993-036ADE,2025-02-16T10:57:40.963968,14.74757679,0.0089399,74.0157,303.5432,155.518,205.028,0,U,34909,999,62435,0.00083942,5.96e-05,0.0
COSMOS 2251 DEB,1993-036ADF,2025-02-16T17:35:15.062208,13.3710452,0.0469904,73.8726,213.0514,22.6738,350.673,0,U,34910,999,77527,0.00086499,8.3e-06,0.0
COSMOS 2251 DEB,1993-036ADG,2025-02-16T13:28:04.329408,14.587312,0.0086222,74.0399,94.6673,296.7837,214.418,0,U,34911,999,84223,0.00025312,1.211e-05,0.0
COSMOS 2251 DEB,1993-036ADJ,2025-02-17T12:09:38.170656,14.34515405,0.002227,74.0271,109.0016,292.4676,131.1449,0,U,34913,999,83196,9.7553e-05,2.49e-06,0.0
COSMOS 2251 DEB,1993-036ADK,2025-02-17T12:58:52.444992,15.40170206,0.0038831,73.9738,340.5351,311.6971,48.0915,0,U,34914,999,84722,0.006012,0.00255732,0.0
COSMOS 2251 DEB,1993-036ADP,2025-02-14T07:43:54.642144,14.54633734,0.0033885,74.0734,165.8418,212.9509,177.8655,0,U,34918,999,83011,0.004304,0.00018555,0.0
COSMOS 2251 DEB,1993-036ADR,2025-02-11T14:47:24.393984,15.03797918,0.0009449,74.0051,267.254,129.2918,230.911,0,U,34920,999,83851,0.0057404,0.00079847,0.0
COSMOS 2251 DEB,1993-036ADV,2025-02-17T10:20:47.554080,14.56762907,0.0058073,74.042,297.0961,98.2302,74.7567,0,U,34924,999,83379,0.0016592,7.573e-05,0.0
COSMOS 2251 DEB,1993-036ADX,2025-02-16T06:32:35.742624,14.12755607,0.0226282,73.7482,51.7731,307.1144,50.9504,0,U,34944,999,59851,0.0020497,4.826e-05,0.0
COSMOS 2251 DEB,1993-036ADZ,2025-02-16T03:31:27.489216,14.59592184,0.0052492,74.0234,195.0621,45.4746,315.0689,0,U,34946,999,83834,0.0012553,6.062e-05,0.0
COSMOS 2251 DEB,1993-036AEB,2025-02-17T09:48:34.690176,15.21741218,0.0013605,73.9866,281.3155,126.389,46.8649,0,U,34948,999,83684,0.011363,0.00267715,0.0
COSMOS 2251 DEB,1993-036AEC,2025-02-15T11:18:32.651136,14.71503074,0.0084274,74.0226,335.1,197.2006,162.6308,0,U,34949,999,83941,0.00076483,4.987e-05,0.0
COSMOS 2251 DEB,1993-036AEE,2025-02-17T03:19:32.093760,15.08907101,0.0034981,74.0034,312.4517,164.994,195.2298,0,U,34951,999,84701,0.0039267,0.00063333,0.0
COSMOS 2251 DEB,1993-036AEG,2025-02-17T12:16:42.499200,14.64791752,0.0061318,74.0919,241.0479,315.2115,73.7754,0,U,34953,999,83825,0.0017369,9.505e-05,0.0
COSMOS 2251 DEB,1993-036AEH,2025-02-17T12:40:07.244832,15.03212307,0.0016496,73.9718,246.9877,104.8725,255.4291,0,U,34954,999,83739,0.0078425,0.00108048,0.0
COSMOS 2251 DEB,1993-036AEJ,2025-02-15T14:09:38.297376,14.93933642,0.008943,74.0404,133.8515,286.1641,72.9713,0,U,34955,999,85556,0.0012319,0.00014177,0.0
COSMOS 2251 DEB,1993-036AEM,2025-02-17T12:55:59.056608,15.32287439,0.0062518,73.9991,247.4489,49.8742,310.7915,0,U,34958,999,86166,0.0017825,0.00059532,0.0
COSMOS 2251 DEB,1993-036AER,2025-02-17T09:00:04.089312,14.45135647,0.0020362,74.0316,30.1171,223.1478,136.8084,0,U,34962,999,83398,0.001168,4.073e-05,0.0
COSMOS 2251 DEB,1993-036AES,2025-02-17T04:45:01.875168,14.47132824,0.0045255,74.171,238.0975,155.2604,205.074,0,U,34963,999,82983,0.0030323,0.00011194,0.0
COSMOS 2251 DEB,1993-036AET,2025-02-03T15:15:13.758624,13.97971913,0.0215883,73.9857,169.978,94.1927,268.3908,0,U,34964,999,80112,0.0036606,6.316e-05,0.0
COSMOS 2251 DEB,1993-036AEU,2025-02-16T11:36:29.607264,14.4772663,0.0026509,74.0555,328.2786,173.6022,186.5481,0,U,34965,999,82781,0.00065414,2.4e-05,0.0
COSMOS 2251 DEB,1993-036AEW,2025-02-15T20:06:46.034784,14.42353269,0.0043085,73.9917,92.5124,309.0105,50.7217,0,U,34967,999,60630,0.0011136,3.696e-05,0.0
COSMOS 2251 DEB,1993-036AEX,2025-02-17T02:28:13.660032,14.58720046,0.0089283,74.0377,96.0562,292.8356,66.3398,0,U,34968,999,84207,0.00030809,1.487e-05,0.0
COSMOS 2251 DEB,1993-036AEY,2025-02-13T17:21:22.173984,14.31497674,0.0074996,74.0124,214.6828,57.8845,302.9555,0,U,34969,999,60814,0.00053157,1.431e-05,0.0
COSMOS 2251 DEB,1993-036AFA,2025-02-16T00:03:34.301376,14.5486066,0.00699,73.9788,134.7055,69.4265,103.3593,0,U,34971,999,61812,0.00034553,1.503e-05,0.0
COSMOS 2251 DEB,1993-036AFB,2025-02-15T01:29:45.254976,14.65442209,0.0042083,73.989,273.8675,143.6192,6.631,0,U,34972,999,83333,0.002137,0.00011706,0.0
COSMOS 2251 DEB,1993-036AFF,2025-02-16T13:59:53.556000,14.71213533,0.0052259,74.0574,169.1722,298.7194,72.4347,0,U,34976,999,83908,0.0022228,0.00013995,0.0
COSMOS 2251 DEB,1993-036AFJ,2025-02-17T12:25:48.777888,14.73276072,0.005748,74.0406,131.1464,290.3808,69.1196,0,U,34979,999,83826,0.0020004,0.00013268,0.0
COSMOS 2251 DEB,1993-036AFM,2025-02-17T12:05:02.808672,14.96735611,0.0023266,74.0042,137.5733,343.2291,16.8122,0,U,34989,999,83653,0.0052504,0.00060838,0.0
COSMOS 2251 DEB,1993-036AFN,2025-02-16T19:59:08.253888,14.41290048,0.0017418,74.0441,85.0029,231.4589,128.5007,0,U,34990,999,83038,0.00064133,2.051e-05,0.0
COSMOS 2251 DEB,1993-036AFV,2025-02-16T00:30:25.482528,14.41736878,0.0099835,73.8832,153.8033,192.0386,167.8383,0,U,34997,999,66421,0.003772,0.0001306,0.0
COSMOS 2251 DEB,1993-036AFW,2025-02-16T15:11:29.873760,14.47558848,0.0023214,74.0152,1.1334,222.7177,310.673,0,U,34998,999,83168,0.0012295,4.515e-05,0.0
COSMOS 2251 DEB,1993-036AFY,2025-02-17T13:47:38.725728,14.98570461,0.0041911,74.0245,104.5509,268.464,91.1745,0,U,35000,999,84000,0.0042955,0.00052776,0.0
COSMOS 2251 DEB,1993-036AFZ,2025-02-16T10:25:26.069664,14.45065732,0.0081171,74.0216,310.1452,163.6487,196.7319,0,U,35012,999,83237,0.00024455,8.61e-06,0.0
COSMOS 2251 DEB,1993-036AGB,2025-02-16T21:06:16.970976,14.67263372,0.0012176,73.9991,265.5003,141.1962,219.0084,0,U,35014,999,83722,0.0026427,0.00014917,0.0
COSMOS 2251 DEB,1993-036AGC,2025-02-17T09:32:57.078240,14.44160838,0.007876,73.9481,74.1307,6.7645,54.8622,0,U,35015,999,82992,0.0018501,6.567e-05,0.0
COSMOS 2251 DEB,1993-036AGD,2025-02-16T04:53:46.178880,14.3409929,0.0113334,73.9307,126.7806,107.5332,284.1174,0,U,35016,999,82487,0.00071667,2.129e-05,0.0
COSMOS 2251 DEB,1993-036AGF,2025-02-16T20:45:37.800576,13.65718415,0.0351548,73.9769,241.6833,211.5567,146.4038,0,U,35018,999,79178,0.0028912,3.593e-05,0.0
COSMOS 2251 DEB,1993-036AGH,2025-02-16T07:48:39.247200,14.62027162,0.0093581,74.0501,52.1567,245.4043,113.7352,0,U,35020,999,83861,0.00015815,8.11e-06,0.0
COSMOS 2251 DEB,1993-036AGK,2025-02-16T02:07:22.195776,14.58953486,0.0048122,74.0271,174.0782,86.3561,274.3106,0,U,35022,999,54770,0.001135,5.384e-05,0.0
COSMOS 2251 DEB,1993-036AGL,2025-02-17T12:19:24.510432,14.83437441,0.0045861,74.0411,88.3885,252.6499,232.6461,0,U,35023,999,83855,0.0029135,0.0002443,0.0
COSMOS 2251 DEB,1993-036AGN,2025-02-16T22:37:27.235776,14.70473524,0.0088832,73.9382,287.3986,269.3346,89.7646,0,U,35025,999,84247,0.00072826,4.66e-05,0.0
COSMOS 2251 DEB,1993-036AGP,2025-02-16T14:13:17.786208,14.53357511,0.0084231,74.0472,163.4136,352.2885,18.7828,0,U,35026,999,83797,0.00012118,4.97e-06,0.0
COSMOS 2251 DEB,1993-036AGR,2025-02-17T04:00:15.663744,14.56170426,0.0084831,74.0379,117.4189,326.4847,61.8256,0,U,35028,999,84021,0.00017155,7.63e-06,0.0
COSMOS 2251 DEB,1993-036AGU,2025-02-16T08:55:52.408704,14.37833328,0.0020542,74.0368,90.6245,262.3876,97.4945,0,U,35031,999,60980,0.0002933,8.6e-06,0.0
COSMOS 2251 DEB,1993-036AGV,2025-02-16T17:37:18.712704,14.5515902,0.0071682,73.8512,221.6284,131.4722,241.3352,0,U,35032,999,83319,0.0022137,9.886e-05,0.0
COSMOS 2251 DEB,1993-036AGW,2025-02-16T15:11:32.389728,14.48786434,0.0016128,74.0297,18.491,207.9528,152.0767,0,U,35033,999,61592,0.001454,5.475e-05,0.0
COSMOS 2251 DEB,1993-036AHA,2025-02-16T06:50:21.019200,15.00270129,0.0032683,73.9873,49.9991,287.9224,71.84,0,U,35037,999,62644,0.0049865,0.00063697,0.0
COSMOS 2251 DEB,1993-036AHB,2025-02-16T21:44:55.158144,14.2253153,0.0112967,74.1071,218.4158,282.327,150.7101,0,U,35038,999,81315,0.0016277,3.854e-05,0.0
COSMOS 2251 DEB,1993-036AHG,2025-02-16T23:24:29.075328,14.59523105,0.0131364,73.9567,266.4925,181.4007,178.6811,0,U,35043,999,82115,0.0053595,0.00028806,0.0
COSMOS 2251 DEB,1993-036AHJ,2025-02-16T18:17:23.107200,13.99479991,0.0183071,73.7175,220.3378,147.445,213.813,0,U,35045,999,80459,0.0017189,2.87e-05,0.0
COSMOS 2251 DEB,1993-036AHP,2025-02-17T08:00:38.746656,14.40686793,0.0020112,74.0362,76.715,243.178,116.7319,0,U,35060,999,83008,0.00068143,2.156e-05,0.0
COSMOS 2251 DEB,1993-036AHQ,2025-02-16T14:22:54.828480,14.64651984,0.0044321,74.0475,161.9883,350.7545,9.2801,0,U,35061,999,84190,0.0013018,6.998e-05,0.0
COSMOS 2251 DEB,1993-036AHR,2025-02-09T08:45:27.608832,14.20017464,0.0130729,74.0836,281.3078,357.9567,2.1025,0,U,35062,999,81198,0.0023099,5.333e-05,0.0
COSMOS 2251 DEB,1993-036AHU,2025-02-16T15:05:06.897120,14.44425479,0.0021925,74.0222,32.1418,235.4306,124.4783,0,U,35065,999,64030,0.00099827,3.427e-05,0.0
COSMOS 2251 DEB,1993-036AJA,2025-02-16T18:02:59.478720,14.95545685,0.0079594,73.9359,64.7674,30.4083,330.1681,0,U,35071,999,63054,0.0012373,0.00014612,0.0
COSMOS 2251 DEB,1993-036AJC,2025-02-12T05:24:50.995008,14.8189109,0.0020957,74.0062,219.7775,57.4898,302.8301,0,U,35073,999,62956,0.0037564,0.00029942,0.0
COSMOS 2251 DEB,1993-036AJJ,2025-02-17T11:04:51.488256,14.8976834,0.0028536,74.0214,324.5797,134.263,226.09,0,U,35280,999,83240,0.0065293,0.00063635,0.0
COSMOS 2251 DEB,1993-036AJN,2025-02-15T21:19:12.596736,14.37871035,0.0018028,74.0476,96.3415,253.5339,280.0969,0,U,35284,999,61215,0.0003011,8.84e-06,0.0
COSMOS 2251 DEB,1993-036AJR,2025-02-16T22:08:16.384704,14.36035573,0.0019526,74.0291,105.0955,278.0655,256.3789,0,U,35287,999,82601,0.00023751,6.66e-06,0.0
COSMOS 2251 DEB,1993-036AJS,2025-02-16T18:54:08.772192,14.60715212,0.0041779,73.9499,231.6734,170.6909,189.5041,0,U,35288,999,83505,0.0026839,0.0001324,0.0
COSMOS 2251 DEB,1993-036AJU,2025-02-16T22:04:17.704704,14.70117939,0.0008637,74.0061,284.6947,134.3954,225.7925,0,U,35290,999,83734,0.003279,0.00019757,0.0
COSMOS 2251 DEB,1993-036AKA,2025-02-17T08:00:17.889696,14.85956822,0.0004586,74.0371,263.3112,131.2863,228.8712,0,U,35432,999,83124,0.00574,0.0005047,0.0
COSMOS 2251 DEB,1993-036AKB,2025-02-10T15:26:36.247776,14.34124692,0.0028033,74.0394,177.1908,307.7268,63.2869,0,U,35433,999,82206,0.00052393,1.447e-05,0.0
COSMOS 2251 DEB,1993-036AKC,2025-02-15T16:06:21.128832,14.24429141,0.0088862,74.0418,34.6885,179.8514,180.2675,0,U,35434,999,81843,0.00093024,2.219e-05,0.0
COSMOS 2251 DEB,1993-036AKD,2025-02-16T12:34:28.124832,14.68227331,0.001444,74.0176,328.0697,150.4192,22.9023,0,U,35435,999,83132,0.0037303,0.00021564,0.0
COSMOS 2251 DEB,1993-036AKH,2025-02-14T02:32:10.211136,13.90561897,0.0249437,74.0199,290.6191,167.059,343.7573,0,U,35439,999,79764,0.0018286,2.906e-05,0.0
COSMOS 2251 DEB,1993-036AKJ,2025-02-17T07:29:29.309856,14.66344448,0.0075013,74.0154,64.8262,281.4069,77.8681,0,U,35440,999,83941,0.001087,6.231e-05,0.0
