OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036AKK,2025-02-15T23:10:45.560640,14.56461275,0.0037637,74.1353,146.368,121.2433,239.2428,0,U,35441,999,83056,0.0032232,0.00014465,0.0
COSMOS 2251 DEB,1993-036AKL,2025-02-16T12:35:44.257920,14.71532314,0.0003219,74.0343,326.9283,149.4334,210.7026,0,U,35442,999,82932,0.0032065,0.00019945,0.0
COSMOS 2251 DEB,1993-036AKM,2025-02-17T11:18:36.946944,14.71701382,0.0126314,73.9949,203.7057,61.3741,300.0067,0,U,35443,999,82803,0.006126,0.00043521,0.0
COSMOS 2251 DEB,1993-036AKP,2025-02-15T13:01:00.469920,14.53120294,0.0161354,74.041,149.6193,313.4729,45.3106,0,U,35445,999,82959,0.0023516,0.00011542,0.0
COSMOS 2251 DEB,1993-036AKQ,2025-02-16T14:33:21.002112,14.5419593,0.0076557,74.0474,163.5909,357.257,2.8161,0,U,35446,999,83659,0.0001996,8.48e-06,0.0
COSMOS 2251 DEB,1993-036AKS,2025-02-16T02:39:52.243776,14.51365179,0.0011616,73.905,299.3381,179.4662,180.6512,0,U,35448,999,82983,0.0018819,7.487e-05,0.0
COSMOS 2251 DEB,1993-036AKV,2025-02-17T04:21:55.117152,15.11417002,0.0062652,73.9347,14.7327,328.1072,31.6332,0,U,35451,999,85409,0.0027462,0.00048933,0.0
COSMOS 2251 DEB,1993-036AKX,2025-02-16T17:17:43.893888,14.36171883,0.0071062,74.0077,211.3084,52.837,307.9244,0,U,35453,999,81923,0.0016142,4.821e-05,0.0
COSMOS 2251 DEB,1993-036AKZ,2025-02-16T13:44:51.120096,14.4585526,0.010983,74.0286,134.9028,313.0807,46.1197,0,U,35455,999,82214,0.0018869,7.199e-05,0.0
COSMOS 2251 DEB,1993-036ALA,2025-02-15T11:46:15.718944,14.61559151,0.0077208,73.9578,338.7445,256.6213,102.6338,0,U,35456,999,83407,0.0032836,0.00017022,0.0
COSMOS 2251 DEB,1993-036ALD,2025-02-16T16:13:08.649120,14.36770661,0.0016059,73.8729,22.8469,22.7861,337.4,0,U,35459,999,54065,0.00062512,1.82e-05,0.0
COSMOS 2251 DEB,1993-036ALG,2025-02-15T19:30:59.020704,14.26739766,0.0089589,74.0365,92.3002,203.1766,156.5332,0,U,35462,999,62099,0.0021637,5.443e-05,0.0
COSMOS 2251 DEB,1993-036ALK,2025-02-16T16:44:19.651488,14.4305838,0.00676,74.0005,34.2191,266.1914,93.1511,0,U,35465,999,82926,0.00092364,3.156e-05,0.0
COSMOS 2251 DEB,1993-036ALP,2025-02-16T18:26:56.928480,14.49400644,0.0076494,74.0145,225.6503,93.0709,267.9207,0,U,35469,999,83779,0.00023267,8.95e-06,0.0
COSMOS 2251 DEB,1993-036ALV,2025-02-16T14:24:19.288800,14.62155997,0.0025281,74.0272,22.4227,182.2973,177.8083,0,U,35475,999,83261,0.0036166,0.000183,0.0
COSMOS 2251 DEB,1993-036ALW,2025-02-16T21:54:48.775392,14.67151834,0.0017039,73.9803,283.6672,345.7362,25.6727,0,U,35476,999,83492,0.0030577,0.00017245,0.0
COSMOS 2251 DEB,1993-036ALX,2025-02-13T12:07:43.516992,13.82212788,0.028013,73.9071,332.0366,34.9265,326.9884,0,U,35580,999,79310,0.0033662,4.877e-05,0.0
COSMOS 2251 DEB,1993-036AMA,2025-02-17T11:40:56.711136,13.54596787,0.0382886,73.922,335.0888,54.9938,308.6481,0,U,35583,999,78505,0.0033932,3.69e-05,0.0
COSMOS 2251 DEB,1993-036AMC,2025-02-17T04:15:09.597888,13.73692342,0.0311218,73.973,126.3241,99.6449,291.1846,0,U,35585,999,79624,0.0020301,2.669e-05,0.0
COSMOS 2251 DEB,1993-036AMD,2025-02-16T09:45:37.181376,13.51468408,0.0406091,74.0202,61.81,358.8024,64.7036,0,U,35586,999,56337,0.0013273,1.428e-05,0.0
COSMOS 2251 DEB,1993-036AME,2025-02-17T08:49:23.125728,14.7006155,0.010447,74.0039,278.9301,181.1586,178.936,0,U,35587,999,84922,0.00046187,2.983e-05,0.0
COSMOS 2251 DEB,1993-036AMK,2025-02-16T06:36:26.771904,15.79325558,0.0021278,73.9819,245.1821,74.3612,285.9962,0,U,35592,999,85524,0.002805,0.0054378,0.0
COSMOS 2251 DEB,1993-036AML,2025-02-16T21:26:58.233984,14.23904491,0.0105029,74.0846,105.6306,191.3346,168.5436,0,U,35593,999,80809,0.0017769,4.288e-05,0.0
COSMOS 2251 DEB,1993-036AMM,2025-02-13T06:50:08.411712,14.78428337,0.0038439,73.8127,353.5569,167.4944,192.7194,0,U,35594,999,83701,0.0017781,0.00013113,0.0
COSMOS 2251 DEB,1993-036AMV,2025-02-16T21:44:54.881664,15.23283747,0.0113632,73.9988,98.8294,246.9871,287.3887,0,U,35602,999,85596,0.00078698,0.00022402,0.0
COSMOS 2251 DEB,1993-036AMY,2025-02-16T18:40:50.310048,14.86285071,0.0053802,73.8896,234.2804,224.1496,135.5383,0,U,35605,999,61476,0.0058715,0.0005342,0.0
COSMOS 2251 DEB,1993-036AMZ,2025-02-16T14:23:49.402176,13.4046959,0.0456342,73.8084,127.2473,18.8736,342.8673,0,U,35606,999,77186,0.0010593,1.05e-05,0.0
COSMOS 2251 DEB,1993-036ANE,2025-02-15T09:56:42.841536,14.6352223,0.002827,74.0236,40.5341,202.2728,157.7214,0,U,35611,999,82882,0.004058,0.00021202,0.0
COSMOS 2251 DEB,1993-036ANH,2025-02-15T17:53:54.827808,14.62791054,0.0081087,73.9601,187.3203,110.1459,250.8455,0,U,35614,999,83440,0.0022358,0.00011951,0.0
COSMOS 2251 DEB,1993-036ANL,2025-02-17T08:58:06.054816,14.40619398,0.0077346,73.9684,284.4042,148.4802,212.1022,0,U,35645,999,82916,0.002967,9.792e-05,0.0
COSMOS 2251 DEB,1993-036ANM,2025-02-16T14:43:45.149664,13.40115171,0.0462234,73.8703,170.4596,331.1084,37.5713,0,U,35646,999,77850,0.0010399,1.038e-05,0.0
COSMOS 2251 DEB,1993-036ANN,2025-02-06T13:28:01.735680,14.41609409,0.0051605,74.0206,148.8242,322.3796,37.3754,0,U,35647,999,63205,0.0012777,4.2e-05,0.0
COSMOS 2251 DEB,1993-036ANR,2025-02-16T19:37:35.041152,14.73583207,0.0018379,74.0471,246.0035,32.8144,339.0938,0,U,35650,999,83216,0.0028286,0.00018484,0.0
COSMOS 2251 DEB,1993-036APB,2025-02-16T13:04:51.425760,14.48579317,0.0019288,74.0437,334.2702,201.4429,331.7898,0,U,35660,999,82308,0.00083559,3.122e-05,0.0
COSMOS 2251 DEB,1993-036APC,2025-02-17T10:50:51.819360,14.81022367,0.0098239,74.0174,311.6417,133.0691,227.8763,0,U,35661,999,83899,0.0014145,0.00011901,0.0
COSMOS 2251 DEB,1993-036APJ,2025-02-16T02:28:50.532096,14.56337487,0.0020356,74.0671,349.6003,133.6288,226.6569,0,U,35667,999,66435,0.0022839,0.00010138,0.0
COSMOS 2251 DEB,1993-036APK,2025-02-16T18:44:55.279968,14.62720517,0.0086103,74.0449,73.8103,257.1283,102.0255,0,U,35668,999,83274,0.00050453,2.678e-05,0.0
COSMOS 2251 DEB,1993-036APL,2025-02-15T08:09:13.174848,13.5631041,0.0388645,73.8619,289.0545,92.7627,271.802,0,U,35669,999,56715,0.0011956,1.35e-05,0.0
COSMOS 2251 DEB,1993-036APM,2025-02-16T10:52:45.694560,14.84170999,0.0041221,73.8987,307.6494,335.7734,24.1504,0,U,35670,999,83272,0.0026531,0.00022557,0.0
COSMOS 2251 DEB,1993-036APN,2025-02-16T08:00:19.152864,14.47676627,0.0040958,74.0168,280.4066,168.136,315.4413,0,U,35671,999,82429,0.00030692,1.116e-05,0.0
COSMOS 2251 DEB,1993-036APR,2025-02-15T14:00:36.719712,14.49805924,0.0104672,74.0616,161.3331,285.5824,73.3802,0,U,35674,999,81754,0.0028097,0.00011614,0.0
COSMOS 2251 DEB,1993-036APW,2025-02-08T20:05:53.711808,13.78810677,0.0295801,74.0037,97.7446,11.8075,348.9784,0,U,35701,999,57925,0.0019961,2.794e-05,0.0
COSMOS 2251 DEB,1993-036APY,2025-02-15T22:13:51.163104,14.84629028,0.0072707,74.0435,280.065,71.8138,289.0939,0,U,35703,999,62158,0.001431,0.0001267,0.0
COSMOS 2251 DEB,1993-036AQA,2025-02-08T13:50:01.138848,14.59962772,0.0031059,74.2842,359.0899,47.0046,313.3716,0,U,35705,999,81579,0.0061248,0.0002967,0.0
COSMOS 2251 DEB,1993-036AQB,2025-02-15T15:55:06.534048,13.64857648,0.0347219,73.888,198.2237,302.6398,54.1647,0,U,35706,999,57966,0.0015165,1.821e-05,0.0
COSMOS 2251 DEB,1993-036AQG,2025-02-16T09:56:07.637856,14.62589527,0.0088022,74.046,74.28,253.5079,105.6403,0,U,35711,999,83393,0.00047325,2.509e-05,0.0
COSMOS 2251 DEB,1993-036AQM,2025-02-16T07:58:35.229216,14.59477288,0.0091393,73.9934,46.9017,320.2419,101.5825,0,U,35716,999,83258,0.00032368,1.595e-05,0.0
COSMOS 2251 DEB,1993-036AQN,2025-02-17T06:17:41.207136,14.35233743,0.008277,74.1626,42.2594,341.0278,18.7796,0,U,35717,999,81164,0.0036967,0.00010988,0.0
COSMOS 2251 DEB,1993-036AQP,2025-02-15T13:04:13.626624,14.62269145,0.0013727,74.0266,348.0209,118.1101,242.1455,0,U,35718,999,82784,0.0032474,0.00016413,0.0
COSMOS 2251 DEB,1993-036AQS,2025-02-02T06:20:16.594944,14.3062649,0.015849,73.9511,33.2409,249.0033,109.41,0,U,35721,999,53300,0.0033806,0.00010112,0.0
COSMOS 2251 DEB,1993-036AQV,2025-02-13T17:15:51.134112,14.57124693,0.0061371,74.0371,157.0303,25.2088,335.2049,0,U,35724,999,83128,0.00042409,1.932e-05,0.0
COSMOS 2251 DEB,1993-036ARA,2025-02-17T09:22:11.153568,15.03697787,0.0027331,74.0174,66.0528,290.9077,132.8325,0,U,35729,999,84048,0.0053223,0.00074291,0.0
COSMOS 2251 DEB,1993-036ARD,2025-02-16T19:01:58.644768,14.63428374,0.0080531,74.0371,70.3062,266.0874,93.1084,0,U,35759,999,61760,0.00054949,2.948e-05,0.0
COSMOS 2251 DEB,1993-036ARR,2025-02-16T03:53:13.500384,14.0543411,0.0230088,74.1688,113.4413,131.0391,231.0888,0,U,35771,999,78639,0.0069217,0.00014254,0.0
COSMOS 2251 DEB,1993-036ART,2025-02-15T09:09:09.983520,14.59513248,0.0049178,74.0089,195.7658,67.4141,293.2216,0,U,35773,999,83325,0.0013827,6.653e-05,0.0
COSMOS 2251 DEB,1993-036ARX,2025-02-16T12:59:22.386912,13.4078297,0.0451657,73.7682,80.5802,19.0139,131.4764,0,U,35777,999,75673,0.00084938,8.32e-06,0.0
COSMOS 2251 DEB,1993-036ASE,2025-02-15T22:37:36.209280,14.49088645,0.0041604,74.0381,292.2339,138.1255,222.31,0,U,35784,999,61362,0.00047426,1.794e-05,0.0
COSMOS 2251 DEB,1993-036ASG,2025-02-17T06:33:56.012544,14.61690932,0.0038796,74.0149,257.7421,101.1471,259.4061,0,U,35786,999,83630,0.0019695,9.898e-05,0.0
COSMOS 2251 DEB,1993-036ASK,2025-02-16T10:09:50.050080,14.35684622,0.004945,74.0378,113.6543,287.355,72.2197,0,U,35789,999,56931,0.00021463,6.02e-06,0.0
COSMOS 2251 DEB,1993-036ASP,2025-02-16T00:06:47.279232,14.69650867,0.0006426,74.042,285.0237,110.082,314.1418,0,U,35793,999,61380,0.0029997,0.00017871,0.0
COSMOS 2251 DEB,1993-036ASW,2025-02-16T09:59:54.500928,13.86944732,0.025846,73.8436,202.7778,341.2586,17.9152,0,U,35824,999,80075,0.0016974,2.558e-05,0.0
COSMOS 2251 DEB,1993-036ASX,2025-02-15T20:58:41.733696,13.6960153,0.0357223,74.1137,274.9932,81.8029,282.3434,0,U,35825,999,78401,0.0030346,4.13e-05,0.0
COSMOS 2251 DEB,1993-036ATB,2025-02-16T11:29:50.663904,14.67406086,0.0009464,74.0302,321.0776,122.0852,238.1238,0,U,35829,999,83372,0.0034088,0.00019317,0.0
COSMOS 2251 DEB,1993-036ATC,2025-02-09T21:15:23.436288,14.20830341,0.0120243,73.8675,101.8601,130.0111,231.1662,0,U,35830,999,80324,0.0021461,4.966e-05,0.0
COSMOS 2251 DEB,1993-036ATG,2025-02-15T22:51:12.962304,14.12646882,0.0112232,73.9333,117.8878,339.1169,195.288,0,U,35834,999,62029,0.00020932,3.86e-06,0.0
COSMOS 2251 DEB,1993-036ATH,2025-02-14T17:09:01.556640,13.81448006,0.030208,74.0631,53.9936,264.8104,91.8486,0,U,35835,999,57540,0.0022617,3.381e-05,0.0
COSMOS 2251 DEB,1993-036ATJ,2025-02-16T16:08:57.498144,14.62956402,0.0028473,74.0368,30.1794,176.7845,183.351,0,U,35836,999,59134,0.0031367,0.00016166,0.0
COSMOS 2251 DEB,1993-036ATK,2025-02-13T14:47:02.804352,13.59786206,0.0436383,73.7318,348.821,311.3174,228.5336,0,U,35837,999,77453,0.0059474,8.289e-05,0.0
COSMOS 2251 DEB,1993-036ATM,2025-02-17T03:56:31.078176,14.97578388,0.0023,74.2289,218.5215,109.323,11.8578,0,U,35839,999,84041,0.0052853,0.00062593,0.0
COSMOS 2251 DEB,1993-036ATN,2025-02-15T03:08:13.579008,14.33536444,0.0124282,73.9367,353.6699,318.8568,40.3261,0,U,35840,999,80976,0.0046247,0.00013946,0.0
COSMOS 2251 DEB,1993-036ATW,2025-02-16T21:21:06.117696,14.49616924,0.0084219,74.0222,271.81,114.3598,258.5014,0,U,35883,999,82767,0.00049604,1.966e-05,0.0
COSMOS 2251 DEB,1993-036ATY,2025-02-16T22:29:51.006624,14.3679841,0.0025595,74.0281,124.6585,281.2735,78.5542,0,U,35885,999,82172,0.00054365,1.585e-05,0.0
COSMOS 2251 DEB,1993-036AUB,2025-02-15T19:56:21.482880,14.56663622,0.0050843,74.0329,206.8162,52.9425,307.6372,0,U,35888,999,81904,0.00087062,3.927e-05,0.0
COSMOS 2251 DEB,1993-036AUD,2025-02-16T09:09:09.042624,14.51482587,0.0065733,73.9366,92.4527,285.6099,73.7813,0,U,35890,999,60798,0.0029409,0.00012077,0.0
COSMOS 2251 DEB,1993-036AUE,2025-02-11T05:05:55.231584,15.12485689,0.0075964,73.9955,15.7156,226.3861,133.1015,0,U,35891,999,62588,0.0015682,0.00029365,0.0
COSMOS 2251 DEB,1993-036AUG,2025-02-09T10:07:54.742368,15.09165921,0.0040337,73.6326,64.2838,313.8718,45.9141,0,U,35893,999,61458,0.0075583,0.00124406,0.0
COSMOS 2251 DEB,1993-036AUJ,2025-02-16T12:44:15.482400,13.99765751,0.0209561,74.0503,145.9739,313.9938,44.4081,0,U,35895,999,78564,0.0020144,3.542e-05,0.0
COSMOS 2251 DEB,1993-036AUM,2025-02-16T15:05:02.684256,14.88544472,0.009102,73.9942,179.1715,38.3638,333.5466,0,U,35898,999,62350,0.0012275,0.0001232,0.0
COSMOS 2251 DEB,1993-036AUQ,2025-02-16T20:52:15.974976,14.82523201,0.0007155,74.0184,264.9138,101.9418,269.9595,0,U,35901,999,81665,0.003758,0.00030314,0.0
COSMOS 2251 DEB,1993-036AUR,2025-02-16T17:50:04.596864,14.2481503,0.0110902,73.9831,56.3468,240.6284,118.3753,0,U,35902,999,56868,0.0017217,4.257e-05,0.0
COSMOS 2251 DEB,1993-036AUS,2025-02-15T21:53:41.665920,15.74565877,0.0020379,74.0282,110.9444,285.876,74.022,0,U,35903,999,62902,0.0052401,0.00851878,0.0
COSMOS 2251 DEB,1993-036AUU,2025-02-14T10:10:27.049152,14.93469489,0.0101654,74.0328,99.8529,261.8212,97.1432,0,U,35905,999,84247,0.0010269,0.00011936,0.0
COSMOS 2251 DEB,1993-036AUZ,2025-02-17T12:20:54.642912,14.33859129,0.0023624,74.0327,137.8984,292.6355,67.2299,0,U,35959,999,80827,0.00025066,6.74e-06,0.0
COSMOS 2251 DEB,1993-036AVB,2025-02-13T15:17:28.805280,14.03518597,0.0193668,73.9299,14.7853,7.9396,352.4726,0,U,35961,999,58440,0.0041754,7.709e-05,0.0
COSMOS 2251 DEB,1993-036AVL,2025-02-15T18:43:06.117888,15.07898713,0.0026376,74.0215,76.7332,281.2008,78.6218,0,U,35970,999,82357,0.005475,0.00085661,0.0
COSMOS 2251 DEB,1993-036AVQ,2025-02-17T01:51:19.347264,15.06779244,0.0015827,74.0135,176.3774,1.4269,358.6963,0,U,35974,999,84477,0.0084625,0.00128597,0.0
COSMOS 2251 DEB,1993-036AVR,2025-02-16T14:46:07.192992,14.23854054,0.0119768,74.0466,148.9814,302.1784,56.779,0,U,35975,999,81319,0.0025465,6.258e-05,0.0
COSMOS 2251 DEB,1993-036AVV,2025-02-15T21:36:37.806048,14.69916465,0.0067935,74.0104,102.8309,311.1205,222.7807,0,U,35979,999,84220,0.0015125,9.36e-05,0.0
COSMOS 2251 DEB,1993-036AVW,2025-02-16T11:47:59.062848,14.54425727,0.0060232,73.9151,335.1951,176.428,183.7326,0,U,35980,999,57128,0.0024015,0.00010452,0.0
COSMOS 2251 DEB,1993-036AVY,2025-02-17T03:17:47.748480,14.60498381,0.0068315,74.0589,197.5344,342.2136,17.6638,0,U,35982,999,81928,0.0010638,5.306e-05,0.0
COSMOS 2251 DEB,1993-036AWD,2025-02-16T14:22:36.941088,14.40774726,0.0051991,74.0031,162.4233,357.0028,3.0807,0,U,35987,999,82728,0.0017357,5.621e-05,0.0
COSMOS 2251 DEB,1993-036AWF,2025-02-16T10:18:53.013600,14.36576438,0.0023892,74.0376,114.0162,272.8119,87.03,0,U,35989,999,82880,0.00028556,8.16e-06,0.0
COSMOS 2251 DEB,1993-036AWK,2025-02-16T02:05:04.757568,14.62178072,0.0030458,74.0133,188.832,87.9763,272.4892,0,U,35993,999,56058,0.0018555,9.385e-05,0.0
COSMOS 2251 DEB,1993-036AWN,2025-02-11T04:11:31.690176,15.01733257,0.0102585,74.0183,8.4366,181.3144,178.7792,0,U,35996,999,83602,0.00077272,0.0001124,0.0
COSMOS 2251 DEB,1993-036AWP,2025-02-17T04:40:56.715168,14.49115466,0.0016372,74.0456,27.8932,189.4497,170.6358,0,U,35997,999,81469,0.0016216,6.153e-05,0.0
COSMOS 2251 DEB,1993-036AWU,2025-02-16T03:52:35.115456,15.36327539,0.0029193,73.9852,201.2217,47.6906,312.6766,0,U,36002,999,62867,0.0054143,0.00199555,0.0
COSMOS 2251 DEB,1993-036AWX,2025-02-17T01:51:32.302080,14.46781084,0.0061294,74.0269,292.5561,143.5363,216.9994,0,U,36005,999,83343,0.00031532,1.141e-05,0.0
COSMOS 2251 DEB,1993-036AXG,2025-02-16T08:42:59.691168,14.60866548,0.0055286,73.7671,284.8755,356.9632,3.1188,0,U,36045,999,4003,0.0029272,0.00014628,0.0
COSMOS 2251 DEB,1993-036AXH,2025-02-16T11:53:54.062304,14.62801652,0.0061066,74.0164,131.9854,350.7854,20.4469,0,U,36046,999,59624,0.00095327,4.969e-05,0.0
COSMOS 2251 DEB,1993-036AXJ,2025-02-17T03:33:51.054912,14.80505348,0.0011692,74.0346,209.7154,15.1724,344.9801,0,U,36047,999,84016,0.0040737,0.00031342,0.0
COSMOS 2251 DEB,1993-036AXK,2025-02-17T04:42:05.351328,14.37215377,0.0028079,74.0567,128.05,257.5001,133.9076,0,U,36048,999,81344,0.00048378,1.421e-05,0.0
COSMOS 2251 DEB,1993-036AXL,2025-02-17T11:11:05.091360,14.57827164,0.001194,74.0344,328.6198,138.8289,221.3778,0,U,36049,999,81350,0.002285,0.00010457,0.0
COSMOS 2251 DEB,1993-036AXM,2025-02-16T11:01:36.048864,14.95172497,0.0099749,74.032,80.695,242.1028,117.0028,0,U,36050,999,84391,0.00098796,0.00011967,0.0
COSMOS 2251 DEB,1993-036AXP,2025-02-17T12:16:58.211904,14.92461827,0.0007454,74.0119,242.5724,85.887,274.3165,0,U,36052,999,82149,0.0065851,0.00068216,0.0
COSMOS 2251 DEB,1993-036AXQ,2025-02-17T03:32:12.487200,14.52093484,0.0033832,73.877,3.4278,8.0394,352.1301,0,U,36053,999,83283,0.0041244,0.00016834,0.0
COSMOS 2251 DEB,1993-036AXV,2025-02-16T05:49:33.676032,14.56401769,0.0047344,74.0263,243.2434,90.9087,269.7501,0,U,36058,999,61747,0.0011007,4.934e-05,0.0
COSMOS 2251 DEB,1993-036AXX,2025-02-15T18:38:31.399584,14.41045144,0.0017054,74.0279,70.4468,248.2743,111.6597,0,U,36060,999,80687,0.00056505,1.795e-05,0.0
COSMOS 2251 DEB,1993-036AXY,2025-02-17T02:27:15.557760,14.33017922,0.0039605,74.0233,186.0806,344.0321,15.9579,0,U,36061,999,82951,0.00065307,1.778e-05,0.0
COSMOS 2251 DEB,1993-036AYJ,2025-02-16T20:02:33.540288,15.2712494,0.0013404,73.9983,257.5567,100.1271,260.1442,0,U,36071,999,60530,0.01161,0.00323366,0.0
COSMOS 2251 DEB,1993-036AYL,2025-02-14T23:44:26.962944,14.34436485,0.0026101,74.0328,153.6606,296.8864,62.9621,0,U,36073,999,65894,0.00041042,1.134e-05,0.0
COSMOS 2251 DEB,1993-036AYM,2025-02-16T02:09:36.444096,14.41150428,0.0047254,73.9934,177.8581,341.4427,18.5003,0,U,36074,999,81589,0.0024764,8.074e-05,0.0
COSMOS 2251 DEB,1993-036AYT,2025-02-16T20:44:21.876576,14.29981528,0.0093986,74.0658,97.0491,203.6047,156.0778,0,U,36366,999,82011,0.002758,7.444e-05,0.0
COSMOS 2251 DEB,1993-036AYU,2025-02-14T15:26:47.114304,13.84958859,0.0266858,74.1005,18.7518,165.1089,195.8097,0,U,36367,999,53359,0.0014717,2.173e-05,0.0
COSMOS 2251 DEB,1993-036AYW,2025-02-17T09:14:41.696448,14.6643296,0.0015524,74.0333,289.2939,97.1345,263.159,0,U,36369,999,81614,0.0031985,0.00017746,0.0
COSMOS 2251 DEB,1993-036AYY,2025-02-15T15:36:44.603136,14.62612658,0.0010544,74.019,21.0732,163.5695,196.5816,0,U,36371,999,67045,0.0036573,0.00018625,0.0
COSMOS 2251 DEB,1993-036AZG,2025-02-16T00:15:07.618176,14.35378703,0.0047645,74.013,137.6589,336.7474,196.933,0,U,36379,999,60526,0.00051926,1.483e-05,0.0
COSMOS 2251 DEB,1993-036AZN,2025-02-16T14:41:56.220000,14.63460841,0.0166468,73.9776,15.3371,260.9826,97.247,0,U,36385,999,80712,0.0029136,0.00018469,0.0
COSMOS 2251 DEB,1993-036AZT,2025-02-15T12:27:37.254816,14.36520238,0.0019862,74.0364,107.2317,272.5933,152.3253,0,U,36420,999,80725,0.00024671,7e-06,0.0
COSMOS 2251 DEB,1993-036AZX,2025-02-17T05:52:17.408352,14.84864463,0.0058861,74.1667,359.1466,245.4456,114.0582,0,U,36424,999,79919,0.010489,0.00093151,0.0
COSMOS 2251 DEB,1993-036BAD,2025-02-15T22:05:12.033024,14.2690574,0.0097908,74.0041,292.3793,152.405,208.2345,0,U,36430,999,60279,0.00059741,1.501e-05,0.0
COSMOS 2251 DEB,1993-036BAL,2025-02-16T06:36:55.091232,14.64008433,0.0025648,73.9427,255.6027,188.5815,171.4917,0,U,36437,999,61658,0.0024414,0.00012852,0.0
COSMOS 2251 DEB,1993-036BAN,2025-02-15T00:08:39.000480,13.46897356,0.04297,73.9617,156.3289,187.8896,171.5306,0,U,36439,999,54562,0.002843,3.006e-05,0.0
COSMOS 2251 DEB,1993-036BAQ,2025-02-14T20:24:09.448704,15.00471412,0.012207,73.8344,252.3418,55.9068,305.363,0,U,36441,999,82615,0.00077135,0.00011356,0.0
COSMOS 2251 DEB,1993-036BBA,2025-02-15T23:44:43.162944,14.16742911,0.0186897,73.951,152.4454,39.08,322.3671,0,U,36451,999,79977,0.0015241,3.593e-05,0.0
COSMOS 2251 DEB,1993-036BBC,2025-02-11T04:25:49.101312,14.493721,0.0074908,73.9271,9.3169,337.5853,33.7174,0,U,36453,999,80281,0.002398,9.482e-05,0.0
COSMOS 2251 DEB,1993-036BBJ,2025-02-15T02:21:21.985632,14.23104934,0.0124407,74.0482,181.4992,350.4836,9.3952,0,U,36459,999,3600,0.0027988,6.82e-05,0.0
COSMOS 2251 DEB,1993-036BBV,2025-02-15T12:50:29.609088,14.82908006,0.0041854,73.8545,145.6271,24.499,335.8162,0,U,36470,999,81112,0.0043269,0.00035784,0.0
COSMOS 2251 DEB,1993-036BCN,2025-02-17T01:08:41.514144,14.28962915,0.0085179,74.0199,328.7546,89.5587,271.5322,0,U,36528,999,79881,0.0018543,4.852e-05,0.0
