OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036BCT,2025-02-16T10:51:12.726432,14.48445963,0.0050206,74.0146,316.934,179.7045,180.4154,0,U,36533,999,80149,0.00077628,2.929e-05,0.0
COSMOS 2251 DEB,1993-036BCZ,2025-02-16T20:35:44.609280,14.56606858,0.0029028,74.0223,264.1497,122.2881,238.11,0,U,36539,999,79591,0.001159,5.171e-05,0.0
COSMOS 2251 DEB,1993-036BDA,2025-02-16T08:36:27.990720,14.54409569,0.0016603,74.032,28.8806,187.7519,172.339,0,U,36540,999,81651,0.0025185,0.00010719,0.0
COSMOS 2251 DEB,1993-036BDL,2025-02-16T15:00:32.691168,14.25924077,0.0078219,74.0468,13.2683,138.307,222.4076,0,U,36550,999,80330,0.001054,2.569e-05,0.0
COSMOS 2251 DEB,1993-036BDM,2025-02-15T08:19:13.058688,14.89734669,0.0061549,73.8886,267.4542,281.4387,77.9884,0,U,36551,999,81932,0.002573,0.00025603,0.0
COSMOS 2251 DEB,1993-036BDT,2025-02-16T13:44:13.286400,14.66839126,0.003225,73.9832,350.8818,212.7601,147.157,0,U,36557,999,29492,0.004281,0.00024146,0.0
COSMOS 2251 DEB,1993-036BDU,2025-02-16T13:38:44.058336,14.52593835,0.0013865,74.0475,359.7587,174.0356,186.0973,0,U,36558,999,80920,0.0017177,7.015e-05,0.0
COSMOS 2251 DEB,1993-036BEC,2025-02-11T16:24:13.783968,14.55580468,0.0018618,74.0246,33.4169,195.949,164.1089,0,U,36614,999,61181,0.0017676,7.706e-05,0.0
COSMOS 2251 DEB,1993-036BEL,2025-02-17T04:04:51.182976,14.7268349,0.0074445,74.0181,9.3085,221.4428,138.1084,0,U,36622,999,79758,0.0012163,8.079e-05,0.0
COSMOS 2251 DEB,1993-036BEQ,2025-02-14T10:12:46.092672,15.59004148,0.004242,73.9994,98.3256,212.2942,147.5679,0,U,36626,999,83168,0.0015173,0.00125053,0.0
COSMOS 2251 DEB,1993-036BEW,2025-02-17T11:14:03.639552,14.41201791,0.0037358,74.0021,126.6758,306.6725,53.0998,0,U,36632,999,79122,0.0015136,4.902e-05,0.0
COSMOS 2251 DEB,1993-036BFE,2025-02-16T06:35:58.688448,14.95721696,0.0107766,74.029,48.8894,210.3903,149.1009,0,U,37084,999,61782,0.00086379,0.00010791,0.0
COSMOS 2251 DEB,1993-036BFF,2025-02-07T13:55:44.182272,15.08381018,0.0048661,73.9732,147.1596,41.4262,319.0601,0,U,37085,999,81423,0.00213,0.0003416,0.0
COSMOS 2251 DEB,1993-036BFK,2025-02-16T02:21:43.341120,14.45513222,0.0153984,74.0437,347.8358,164.3235,196.2773,0,U,37089,999,61769,0.0032622,0.00013317,0.0
COSMOS 2251 DEB,1993-036BFQ,2025-02-17T01:18:29.216448,14.35724587,0.0085872,74.1122,307.8571,352.0834,7.8957,0,U,37094,999,80510,0.0019362,5.813e-05,0.0
COSMOS 2251 DEB,1993-036BFR,2025-02-16T04:27:54.357984,14.01583584,0.0196253,73.849,356.8434,110.8661,251.3608,0,U,37095,999,58436,0.0025806,4.6e-05,0.0
COSMOS 2251 DEB,1993-036BFX,2025-02-15T10:49:24.049920,14.60423645,0.0047211,74.0374,309.5112,115.0462,245.5616,0,U,37101,999,78450,0.0021387,0.00010509,0.0
COSMOS 2251 DEB,1993-036BGE,2025-02-17T07:45:24.917184,14.38333834,0.0097037,74.0435,271.6099,62.5428,298.5552,0,U,37108,999,81361,0.0020947,6.717e-05,0.0
COSMOS 2251 DEB,1993-036BGY,2025-02-16T17:59:34.341792,14.71588905,0.0125118,73.9515,219.6006,168.1006,192.3173,0,U,37126,999,3698,0.00067323,4.7e-05,0.0
COSMOS 2251 DEB,1993-036BHE,2025-02-15T20:52:06.095136,14.72186959,0.0047832,74.0039,101.3859,331.971,27.8886,0,U,37132,999,57994,0.0017635,0.00011305,0.0
COSMOS 2251 DEB,1993-036BHJ,2025-02-17T03:22:35.830272,13.57180912,0.040457,73.9315,102.1712,173.0967,187.5961,0,U,37270,999,73131,0.0039396,4.764e-05,0.0
COSMOS 2251 DEB,1993-036BHU,2025-02-16T04:40:49.806624,14.16869769,0.0138003,74.0304,231.467,69.6892,291.9019,0,U,37280,999,53077,0.0026663,5.848e-05,0.0
COSMOS 2251 DEB,1993-036BHY,2025-02-17T11:06:39.153888,14.10393811,0.0174967,74.0183,323.7422,183.6077,296.3912,0,U,37284,999,76393,0.0018719,3.813e-05,0.0
COSMOS 2251 DEB,1993-036BJK,2025-02-16T05:31:44.784480,14.6272525,0.0047692,74.0081,137.9217,28.1224,332.2503,0,U,37295,999,77921,0.0010423,5.371e-05,0.0
COSMOS 2251 DEB,1993-036BJV,2025-02-16T22:10:32.011104,14.34624363,0.0047406,73.8704,124.1688,145.2209,215.2057,0,U,37305,999,80686,0.0012249,3.481e-05,0.0
COSMOS 2251 DEB,1993-036BKC,2025-02-17T09:33:59.402016,14.44717368,0.0019846,74.0325,40.4789,223.9158,136.0423,0,U,37312,999,81877,0.0011311,3.909e-05,0.0
COSMOS 2251 DEB,1993-036BKG,2025-02-16T19:41:40.992576,14.78935656,0.0042598,74.0236,256.3403,55.9415,304.5793,0,U,37316,999,81702,0.0031708,0.00023801,0.0
COSMOS 2251 DEB,1993-036BKL,2025-02-15T20:06:48.253536,14.73701486,0.0053502,74.0464,85.094,254.2611,105.2657,0,U,37320,999,82040,0.0015131,0.00010087,0.0
COSMOS 2251 DEB,1993-036BKS,2025-02-16T01:19:13.792800,14.59392613,0.0058984,74.0259,187.4376,30.5746,329.8835,0,U,37326,999,81108,0.0011338,5.475e-05,0.0
COSMOS 2251 DEB,1993-036BKT,2025-02-15T03:13:26.260608,15.06625471,0.0012916,74.0071,203.2498,35.6579,324.5471,0,U,37327,999,81668,0.0077575,0.00117103,0.0
COSMOS 2251 DEB,1993-036BKW,2025-02-16T13:06:26.927136,14.5817283,0.0058155,74.019,145.6811,66.1309,294.5935,0,U,37330,999,82117,0.00060257,2.815e-05,0.0
COSMOS 2251 DEB,1993-036BKX,2025-02-09T21:10:48.928800,14.33744322,0.0056975,74.0741,266.6472,358.5895,1.5086,0,U,37331,999,80598,0.0008661,2.425e-05,0.0
COSMOS 2251 DEB,1993-036BLC,2025-02-16T13:35:31.864128,14.32589546,0.0030876,74.0432,157.3129,308.3702,51.4676,0,U,37336,999,60835,0.00015125,3.87e-06,0.0
COSMOS 2251 DEB,1993-036BLG,2025-02-16T12:37:02.627904,14.36448374,0.0019936,74.0242,107.4467,278.6609,81.2285,0,U,37340,999,79770,0.00032926,9.41e-06,0.0
COSMOS 2251 DEB,1993-036BLL,2025-02-17T03:56:09.585312,14.42818679,0.0095423,73.9783,340.0785,255.9052,103.1485,0,U,37483,999,79777,0.00053575,1.859e-05,0.0
COSMOS 2251 DEB,1993-036BLM,2025-02-11T18:53:33.991872,14.39630484,0.0038402,73.8241,58.1001,154.2868,18.2506,0,U,37484,999,61001,0.0011343,3.551e-05,0.0
COSMOS 2251 DEB,1993-036BLP,2025-02-16T22:28:54.768000,14.08710906,0.024532,73.7026,292.9836,204.629,166.9903,0,U,37486,999,59154,0.0033178,7.522e-05,0.0
COSMOS 2251 DEB,1993-036BLQ,2025-02-16T18:22:49.284480,14.65489922,0.0042246,73.916,59.3511,316.3401,43.4427,0,U,37487,999,76842,0.0051819,0.00028534,0.0
COSMOS 2251 DEB,1993-036BLU,2025-02-16T08:14:02.771232,13.74068346,0.0313924,73.9053,55.5512,105.5547,258.0457,0,U,37491,999,51632,0.0011016,1.458e-05,0.0
COSMOS 2251 DEB,1993-036BMC,2025-02-15T00:26:06.114048,14.33970285,0.0029228,74.0383,152.5626,303.1549,56.6799,0,U,37499,999,80838,0.00030941,8.41e-06,0.0
COSMOS 2251 DEB,1993-036BMD,2025-02-16T14:47:24.954720,15.59305105,0.0075973,73.9486,180.3579,61.9774,298.9101,0,U,37500,999,85122,0.00072761,0.00066289,0.0
COSMOS 2251 DEB,1993-036BMU,2025-02-14T22:46:06.986208,14.84213918,0.0044959,74.1303,146.0992,87.4605,273.172,0,U,37515,999,81242,0.0059185,0.00050765,0.0
COSMOS 2251 DEB,1993-036BNH,2025-02-17T00:06:34.291584,14.49152894,0.0021676,74.0403,322.9522,188.2447,171.836,0,U,37528,999,81598,0.00087508,3.313e-05,0.0
COSMOS 2251 DEB,1993-036BNK,2025-02-15T14:03:50.959872,14.33988667,0.0028051,74.0359,163.1227,300.2687,71.1763,0,U,37530,999,80927,0.0004398,1.207e-05,0.0
COSMOS 2251 DEB,1993-036BNM,2025-02-16T06:51:31.679712,14.41721797,0.0016988,74.0497,50.407,233.1607,139.2658,0,U,37532,999,80599,0.00047433,1.524e-05,0.0
COSMOS 2251 DEB,1993-036BNN,2025-02-16T13:49:06.008736,14.10061117,0.0161679,74.0654,358.372,128.7317,232.8404,0,U,37533,999,58701,0.0017974,3.563e-05,0.0
COSMOS 2251 DEB,1993-036BNQ,2025-02-16T17:00:24.280704,14.55717994,0.002962,74.0237,281.9503,134.882,283.4947,0,U,37535,999,80969,0.0011704,5.124e-05,0.0
COSMOS 2251 DEB,1993-036BNS,2025-02-15T20:35:32.950464,14.36928846,0.0053221,74.0106,97.5877,309.0403,50.6019,0,U,37537,999,80725,0.00037204,1.093e-05,0.0
COSMOS 2251 DEB,1993-036BNT,2025-02-15T12:27:00.883872,15.16866881,0.0027245,73.9814,81.4352,299.2642,60.583,0,U,37538,999,78852,0.0063816,0.00129046,0.0
COSMOS 2251 DEB,1993-036BPB,2025-02-15T11:34:32.983680,14.69656202,0.0005371,74.0279,325.394,115.0415,245.1314,0,U,37546,999,80846,0.004491,0.00026808,0.0
COSMOS 2251 DEB,1993-036BPJ,2025-02-15T20:53:48.275232,14.55531094,0.0060978,74.0092,267.2365,122.8046,249.5127,0,U,37959,999,75760,0.0011489,5.106e-05,0.0
COSMOS 2251 DEB,1993-036BPK,2025-02-16T12:55:17.561280,14.06498931,0.0250022,74.0663,350.7057,81.0816,281.8533,0,U,37960,999,73360,0.001442,3.146e-05,0.0
COSMOS 2251 DEB,1993-036BPL,2025-02-15T13:22:23.635200,14.54743874,0.0042926,74.0456,346.4699,146.082,214.3102,0,U,37961,999,75779,0.0017886,7.736e-05,0.0
COSMOS 2251 DEB,1993-036BPR,2025-02-15T11:23:55.901184,14.87980789,0.0016811,73.9841,122.0506,27.9209,332.2869,0,U,37966,999,80843,0.0038195,0.00035282,0.0
COSMOS 2251 DEB,1993-036BPS,2025-02-17T12:08:52.335456,14.36464637,0.0161736,74.0189,328.1017,178.7055,181.4552,0,U,37967,999,77252,0.0019563,6.642e-05,0.0
COSMOS 2251 DEB,1993-036BPT,2025-02-16T00:30:59.016096,14.92938186,0.0095361,74.0069,158.5458,351.9773,7.9878,0,U,37968,999,55735,0.0012119,0.00013735,0.0
COSMOS 2251 DEB,1993-036BPW,2025-02-16T20:57:21.437856,14.43656841,0.0075687,73.9926,241.122,88.861,272.1217,0,U,37971,999,56357,0.0039166,0.00013764,0.0
COSMOS 2251 DEB,1993-036BQA,2025-02-16T02:46:28.469856,14.62937094,0.0115636,74.009,185.8626,251.7066,107.1493,0,U,37975,999,65344,0.0064186,0.00036339,0.0
COSMOS 2251 DEB,1993-036BQD,2025-02-13T04:28:25.570848,15.04978207,0.0033082,74.0568,10.3922,115.8807,244.58,0,U,37978,999,80482,0.0030229,0.00043631,0.0
COSMOS 2251 DEB,1993-036BQL,2025-02-16T20:22:31.639584,14.35353938,0.0022676,74.0236,94.2927,290.6642,69.2079,0,U,37985,999,78875,8.8268e-05,2.27e-06,0.0
COSMOS 2251 DEB,1993-036BQP,2025-02-17T12:33:33.288480,14.64737926,0.0068807,74.0619,238.4498,356.5668,3.5017,0,U,37988,999,19746,0.0014953,8.226e-05,0.0
COSMOS 2251 DEB,1993-036BQU,2025-02-15T15:17:11.729184,14.55518539,0.0025322,74.0303,17.9638,189.8031,170.2642,0,U,37993,999,60944,0.0025024,0.00010934,0.0
COSMOS 2251 DEB,1993-036BQV,2025-02-16T21:32:59.829216,14.38755132,0.0025107,74.0353,107.1741,264.9644,94.8644,0,U,37994,999,72765,0.0005544,1.683e-05,0.0
COSMOS 2251 DEB,1993-036BQZ,2025-02-09T09:34:23.930112,14.43842374,0.0022136,74.0419,85.4328,247.4232,112.4583,0,U,37998,999,59863,0.00080902,2.739e-05,0.0
COSMOS 2251 DEB,1993-036BRC,2025-02-15T03:34:33.371904,14.74720789,0.0072644,74.0063,2.8435,228.5942,142.6077,0,U,38001,999,70270,0.0013336,9.279e-05,0.0
COSMOS 2251 DEB,1993-036BRF,2025-02-17T07:24:58.050144,15.00735921,0.0010971,74.0198,258.9327,100.1941,260.0484,0,U,38004,999,81305,0.0052593,0.00067381,0.0
COSMOS 2251 DEB,1993-036BRH,2025-02-15T20:52:16.770720,14.40467855,0.00785,73.8493,241.5687,250.4215,108.8452,0,U,38006,999,58633,0.0038388,0.00012654,0.0
COSMOS 2251 DEB,1993-036BRL,2025-02-17T00:47:18.904416,13.59923673,0.0354175,73.9572,33.5857,69.9055,356.3295,0,U,38054,999,68901,0.0047559,5.346e-05,0.0
COSMOS 2251 DEB,1993-036BRM,2025-02-17T08:12:05.613696,14.7217793,0.0074694,74.0101,70.5515,274.6702,95.8691,0,U,38055,999,75538,0.0018244,0.00012003,0.0
COSMOS 2251 DEB,1993-036BRS,2025-02-16T22:35:27.362688,14.61769752,0.0062255,74.044,147.8872,330.9094,28.8608,0,U,38060,999,67595,0.00092081,4.694e-05,0.0
COSMOS 2251 DEB,1993-036BRU,2025-01-27T18:20:56.352768,14.79966224,0.0019735,74.0089,206.9752,64.4518,306.6206,0,U,38062,999,58288,0.0032222,0.00024495,0.0
COSMOS 2251 DEB,1993-036BRW,2025-02-17T01:23:34.758816,14.53450415,0.0050347,74.0264,329.946,164.9547,195.3127,0,U,38064,999,73171,0.0015306,6.462e-05,0.0
COSMOS 2251 DEB,1993-036BRZ,2025-02-16T11:20:31.552224,14.59627771,0.0073507,74.0176,126.6657,348.1334,23.2339,0,U,38067,999,58187,0.0005849,2.86e-05,0.0
COSMOS 2251 DEB,1993-036BSA,2025-02-16T05:50:52.108224,14.35372798,0.0027525,74.0219,138.2769,299.9795,59.8626,0,U,38068,999,62348,0.00052769,1.494e-05,0.0
COSMOS 2251 DEB,1993-036BSE,2025-02-13T07:07:45.040512,14.96591721,0.0005942,74.0283,253.8931,76.1569,284.0276,0,U,38190,999,1360,0.0040808,0.00046776,0.0
COSMOS 2251 DEB,1993-036BSM,2025-02-16T17:24:47.087136,14.6032713,0.0157688,73.9426,217.7294,161.1692,199.54,0,U,38197,999,81370,0.008418,0.0004878,0.0
COSMOS 2251 DEB,1993-036BSP,2025-02-03T05:40:55.681248,13.64083097,0.03709,73.9578,215.3366,203.78,154.5793,0,U,38199,999,73253,0.0018757,2.362e-05,0.0
COSMOS 2251 DEB,1993-036BSY,2025-02-16T23:07:07.264992,14.71586643,0.0009112,74.0124,306.2156,139.8242,231.8658,0,U,38208,999,66746,0.0038121,0.00023774,0.0
COSMOS 2251 DEB,1993-036BTC,2025-02-16T09:22:43.134528,14.75223268,0.0096455,74.0538,302.4646,88.8354,272.3868,0,U,38212,999,77180,0.00081954,5.948e-05,0.0
COSMOS 2251 DEB,1993-036BTL,2025-02-17T02:33:41.050368,14.76204815,0.0004474,74.0214,301.352,106.6633,253.5033,0,U,38220,999,81059,0.0043292,0.00030063,0.0
COSMOS 2251 DEB,1993-036BTP,2025-02-17T06:11:56.079744,14.34244572,0.009455,74.013,13.5449,195.3628,231.6526,0,U,38479,999,78646,0.0033406,9.842e-05,0.0
COSMOS 2251 DEB,1993-036BTR,2025-02-15T14:53:01.536288,13.93180542,0.0233406,73.9331,165.5549,167.0577,193.6689,0,U,38481,999,54878,0.0032713,5.316e-05,0.0
COSMOS 2251 DEB,1993-036BTT,2025-02-16T15:32:07.862208,14.26741259,0.011723,74.2623,186.1949,20.5761,340.005,0,U,38483,999,59209,0.001605,4.157e-05,0.0
COSMOS 2251 DEB,1993-036BTV,2025-02-15T10:10:48.478944,15.00968098,0.0031167,74.0002,47.7723,273.8011,85.9613,0,U,38485,999,13337,0.0050013,0.00065014,0.0
COSMOS 2251 DEB,1993-036BTW,2025-02-15T19:36:09.937152,14.62225651,0.0043623,73.9444,67.4927,278.8893,255.8226,0,U,38486,999,71034,0.0040546,0.00020744,0.0
COSMOS 2251 DEB,1993-036BTX,2025-02-16T09:17:10.537728,14.96203313,0.0049138,73.989,289.7464,169.7771,190.4425,0,U,38487,999,62294,0.0024634,0.00028542,0.0
COSMOS 2251 DEB,1993-036BTY,2025-02-15T20:48:53.270208,14.67812094,0.0064433,74.0395,85.6248,268.2602,265.8442,0,U,39109,999,60769,0.0010646,6.241e-05,0.0
COSMOS 2251 DEB,1993-036BTZ,2025-02-14T22:25:30.664416,14.70235745,0.0100847,73.9595,288.8736,232.6984,138.0197,0,U,39110,999,66898,0.0005459,3.526e-05,0.0
COSMOS 2251 DEB,1993-036BUA,2025-02-15T09:20:51.924768,14.83018115,0.0007897,74.0177,288.8812,91.6369,268.5713,0,U,39111,999,63736,0.0047295,0.00038668,0.0
COSMOS 2251 DEB,1993-036BUC,2025-02-16T14:56:25.137888,14.82692125,0.0055933,74.0018,14.2862,249.6844,109.8317,0,U,39546,999,59989,0.0024179,0.00020071,0.0
COSMOS 2251 DEB,1993-036BUD,2025-02-17T06:48:32.079168,14.81277987,0.0008232,74.0088,258.219,96.9853,21.309,0,U,39547,999,67371,0.004697,0.00036824,0.0
COSMOS 2251 DEB,1993-036BUK,2025-02-09T22:34:19.764192,13.98168773,0.0211666,74.0259,139.0488,343.4121,16.0154,0,U,39553,999,71340,0.00068515,1.156e-05,0.0
COSMOS 2251 DEB,1993-036BUL,2025-02-13T07:34:00.515136,14.87305422,0.0016262,74.0199,157.7449,2.1283,29.8212,0,U,39554,999,59856,0.003041,0.00027585,0.0
COSMOS 2251 DEB,1993-036BUN,2025-02-15T21:12:49.180320,14.53469974,0.0158583,73.9358,100.4695,281.6713,76.669,0,U,39583,999,57412,0.002447,0.00012037,0.0
COSMOS 2251 DEB,1993-036BUQ,2025-02-15T13:06:43.816608,14.57604958,0.0068805,74.0428,152.3059,349.2063,10.762,0,U,39585,999,80143,0.00046598,2.162e-05,0.0
COSMOS 2251 DEB,1993-036BUR,2025-02-13T06:23:01.851360,14.20382259,0.0104586,74.0095,50.9192,256.0796,114.1969,0,U,39586,999,56676,0.00079854,1.782e-05,0.0
COSMOS 2251 DEB,1993-036BUW,2025-02-15T19:10:00.079392,14.40726254,0.0032005,74.0194,82.683,271.0721,207.2938,0,U,39591,999,57455,0.00068783,2.186e-05,0.0
COSMOS 2251 DEB,1993-036BUX,2025-02-10T09:53:33.500256,14.4056333,0.0018874,74.0318,94.1923,260.159,99.7434,0,U,40218,999,54463,0.00071025,2.241e-05,0.0
COSMOS 2251 DEB,1993-036BVC,2025-02-16T05:22:31.571328,14.79226664,0.002917,73.9455,331.0482,209.5938,306.3383,0,U,40223,999,54914,0.005832,0.00043882,0.0
COSMOS 2251 DEB,1993-036BVD,2025-02-17T08:41:54.048768,15.2167395,0.0036323,73.9662,76.6184,68.9028,291.6047,0,U,40224,999,66588,0.0061827,0.00145121,0.0
COSMOS 2251 DEB,1993-036BVH,2025-02-15T09:29:01.618368,14.401452,0.0025076,74.0535,95.3922,238.0687,133.6959,0,U,40228,999,54596,0.00050222,1.566e-05,0.0
COSMOS 2251 DEB,1993-036BVK,2025-02-15T19:25:02.692416,14.47045658,0.0018805,74.045,68.2354,208.5406,324.7032,0,U,40230,999,54629,0.0012565,4.56e-05,0.0
COSMOS 2251 DEB,1993-036BVN,2025-02-16T03:25:37.323840,14.54576047,0.0048496,73.9433,314.9845,99.0623,261.6032,0,U,40233,999,54775,0.0022561,9.765e-05,0.0
COSMOS 2251 DEB,1993-036BVT,2025-02-16T15:34:47.837856,13.23911975,0.0556289,73.9902,162.5406,192.4079,166.2837,0,U,40238,999,68921,0.0056709,5.525e-05,0.0
COSMOS 2251 DEB,1993-036BVU,2025-02-16T11:57:04.595904,14.60421799,0.0089404,74.0319,128.2313,315.4854,55.1567,0,U,40239,999,55240,0.00066101,3.355e-05,0.0
COSMOS 2251 DEB,1993-036BVV,2025-02-15T20:51:48.853152,14.62918339,0.0019101,74.0466,264.2174,89.5809,282.2757,0,U,40792,999,58792,0.0016947,8.675e-05,0.0
COSMOS 2251 DEB,1993-036BVW,2025-02-17T01:25:21.539712,14.04526243,0.0219457,73.9812,328.6351,190.217,169.4472,0,U,40793,999,64050,0.0011533,2.258e-05,0.0
COSMOS 2251 DEB,1993-036BVX,2025-02-16T03:23:22.080192,14.74043362,0.002599,73.9819,358.9489,205.8315,165.7662,0,U,40794,999,57484,0.0056442,0.00037516,0.0
COSMOS 2251 DEB,1993-036BVZ,2025-02-16T15:59:24.387936,14.76540961,0.0063697,74.0188,11.3567,225.5041,308.2192,0,U,40796,999,71736,0.0015811,0.00011384,0.0
COSMOS 2251 DEB,1993-036BWA,2025-02-16T03:11:07.892736,15.01954623,0.0084406,73.9292,354.9963,336.6192,34.4912,0,U,40797,999,60131,0.0020037,0.00028399,0.0
COSMOS 2251 DEB,1993-036BWC,2025-02-13T13:58:26.045760,14.92469298,0.0128471,73.9296,351.7585,304.8837,54.0321,0,U,40799,999,75462,0.00085002,0.0001021,0.0
COSMOS 2251 DEB,1993-036BWF,2025-02-16T04:37:38.101440,14.73901216,0.0068065,74.0461,18.9884,197.8252,162.0534,0,U,40802,999,59990,0.0012508,8.49e-05,0.0
COSMOS 2251 DEB,1993-036BWG,2025-02-16T06:34:00.798240,14.50716282,0.0034081,74.0135,256.2046,186.2654,173.8085,0,U,40803,999,54408,0.00056506,2.21e-05,0.0
COSMOS 2251 DEB,1993-036BWM,2025-02-16T04:44:19.152960,14.61284798,0.0009287,74.0484,0.9321,137.2357,285.066,0,U,40808,999,59234,0.0033679,0.00016646,0.0
COSMOS 2251 DEB,1993-036BWP,2025-02-16T01:15:48.757824,14.5600997,0.0019828,74.0362,284.2609,150.7469,209.4809,0,U,40810,999,57317,0.0013118,5.765e-05,0.0
COSMOS 2251 DEB,1993-036BWT,2025-02-15T21:40:52.858848,14.50390195,0.0040258,74.0464,281.7424,118.6563,241.8656,0,U,46271,999,80293,0.00054968,2.141e-05,0.0
COSMOS 2251 DEB,1993-036BWU,2025-02-16T16:03:03.246912,14.45368364,0.0108255,73.9156,201.0526,185.3022,174.7,0,U,46430,999,75352,0.0064816,0.00024555,0.0
COSMOS 2251 DEB,1993-036BWW,2025-02-16T17:55:34.689792,13.36101523,0.0475846,73.8699,222.2019,30.1813,342.9655,0,U,46432,999,62972,0.00092447,8.87e-06,0.0
COSMOS 2251 DEB,1993-036BWZ,2025-02-16T13:28:36.606720,14.38674939,0.0029877,74.0614,340.1276,199.1005,334.8221,0,U,47045,999,58992,0.00016018,4.67e-06,0.0
COSMOS 2251 DEB,1993-036BXC,2025-02-16T00:40:03.179712,14.47241077,0.0145187,73.9804,164.1153,60.3187,54.9882,0,U,47048,999,55346,0.0023869,9.944e-05,0.0
COSMOS 2251 DEB,1993-036BXF,2025-02-14T23:53:08.467296,13.65806255,0.0347082,74.1019,314.535,138.4411,237.9029,0,U,47051,999,55830,0.0015087,1.85e-05,0.0
COSMOS 2251 DEB,1993-036BXG,2025-02-17T01:42:26.730144,14.34832987,0.0061053,74.0492,167.4832,315.923,218.3745,0,U,47052,999,57504,0.00057997,1.655e-05,0.0
COSMOS 2251 DEB,1993-036BXH,2025-02-15T15:50:01.660416,13.5860638,0.0388348,74.0602,19.3046,259.0051,284.0058,0,U,47053,999,24811,0.0017416,2.059e-05,0.0
COSMOS 2251 DEB,1993-036BXP,2025-02-16T11:36:43.846848,14.88092712,0.0029417,73.9938,124.6016,353.1774,18.2545,0,U,47059,999,3821,0.003741,0.00034834,0.0
COSMOS 2251 DEB,1993-036BXR,2025-02-17T12:58:45.869088,14.91297452,0.0036717,74.0075,84.7682,17.8584,132.4932,0,U,47061,999,69442,0.0037337,0.00037844,0.0
COSMOS 2251 DEB,1993-036BXS,2025-02-15T17:59:59.791776,13.70720118,0.0328033,74.078,212.3966,46.7323,326.8982,0,U,47062,999,51490,0.00063545,8.06e-06,0.0
COSMOS 2251 DEB,1993-036BXY,2025-02-16T06:38:30.405984,14.50059669,0.0021005,74.0249,47.7456,218.6176,141.3483,0,U,47068,999,68172,0.001899,7.365e-05,0.0
COSMOS 2251 DEB,1993-036BYD,2025-02-17T03:07:51.590208,14.04020817,0.0161353,74.0848,1.086,112.3119,249.5212,0,U,47073,999,56169,0.00082813,1.448e-05,0.0
COSMOS 2251 DEB,1993-036BYP,2025-02-16T16:09:14.159520,14.39766293,0.0023145,74.037,134.8788,292.7858,67.0852,0,U,53093,999,13418,0.0014507,4.538e-05,0.0
